,id,document,label
46,9440670,리얼리티 뛰어나다 한데 크다 공감 안 간다 이민기 캐릭터 정신의학 상 분노조절 장애 초기 증상 이다 툭하면 사람 패 고 욕 하고 물건 파손 하고 조금 오 바 이다 극 초반 엔 신선하다 가면 갈수록 이민기 정신 상태 공감 불가,0
47,7991636,마이너스 왜 없다 ㅋ 뮤비 보고 영화 수준 딱 알 만 ㅉㅉ 북한 에서 이렇다 만들다 돈 대다,0
48,4679407,난 우리 영화 사랑,0
49,9837767,데 너 리스 타르 가르다 엔나 용의 주인 되다 싶다 누 이랑 근친상간 이나 다니다 소설 속 에선 제일 멋지다 놈 메 라 니스 터 이다 드라마 속 에선 드래곤 용이 제일 멋지다 네 웃음 감독 님 토르 다크 월드 말 아 잡수다 기본 선방,1
50,9063648,영화 사람 영혼 을 어루만지다 줄 수도 있다 거치다 세 상사 잠시 잊다 동화 같다 영화 행복하다,1
51,8272095,야 세르게이 작다 고추 맵다 맛 을 보여주다 포퐁 저그 콩 진호 간다,0
52,2345905,이렇게 가슴 시리 게 보다 드라마 또 있다 감동 그 자체,1
53,7865630,난또 저 꼬마 애가 무슨 원한 깊다 그냥 혼자 나대다 걸 어쩌라고,0
54,7207064,재미있다,1
55,5719655,전 좋다,1
56,1651126,최고,0
57,7246040,너무 충격 적다 기분 을 완전하다 푹 꺼지다 느낌 활 력 이라고는 하나 없다 너무나도 무겁다 지독하다 차갑다 무자비하다 그저 일본인 상상력 정말 대단하다 같다 생각 들다,1
58,717775,심심하다 영화,0
59,8317483,백봉기 언제 나오다,1
60,1031725,보다 그대로 들어맞다 예측 카리스마 없다 악역,0
61,3993146,불알 나오다 당황 아무튼 영화 중간 끝나다 느낌,0
62,2196616,평범하다 속 녹다 평범하다 일상 조금 밋밋하다 흠,0
63,8203798,보다 계속 보다 전개도 느리다 주인공 인 은희 한두 컷 나오다 소 극적 인 모습 짜증 ㅜㅜ 맨날 언제 끝나다 기 대만 하고 있다 전개 빨리 빨리 ㅜㅜ,0
64,2332588,사랑 싶다 가슴속 온 감정 을 헤집다 영화 예요 정말 최고,1
65,10084753,많다 사람 다큐 보고 우리나라 슬프다 현대 사의 단면 대해 깊이 생각 하고 사죄 하고 바로 잡기 위해 노력 말로 만 듣다 보도 연맹 그 민간인 학살 이정 일 줄 이야 이건 명백하다 살인 이다 살인자 다 어디 있다,1
66,8518645,예전 작품 캐릭터 에피소드 재탕 삼 탕 사골 우려 먹듯 우리 고 내용 산 가다 시청률 아예 안 나오다 이제 회 중반 인데 부작 이라니,0
67,7956793,김남길 백 점 짜다 연기력 초반 몰입도 에도 불구 하고 지루하다 손예진 ㅈㅈ,0
68,3996917,재밌다 비슷하다 영화 안 보다 분 한테 늘다 재미있다 듯,1
69,8128006,노래실력 뽑다 맞다 박시환 나가다 진짜 망신 이다,0
70,2192046,아 일본 영화 다 이런 건가 유치하다,0
71,7250961,이틀 만에 다 보다 재밌다 근데 차 안 물건 넣다 조작 차 안이 열리다 집 안이 활짝 열리다 아무나 들어가다 문자 조작 비번 안 걸리다 ㅋㅋㅋ 그렇다 건 억지스럽다 그래도 내용 자체 좋다,1
72,5679106,졸작,0
73,9179128,재밋네 요 달팽이 빨 라서 더 재밌다,1
74,9048450,어설프다 전개 어이없다 결말,0
75,8387244,부패하다 로마노프 왕조 기리 뭣같 영화 온몸 항거 러시아 민중 그저 폭도 냐,0
76,9803156,내용 전개 무난 펴다 자다 보다,1
77,2135015,매우 실망,0
78,7884025,한국영 화 흥행 코드 갈등 갈등 계 속 갈등 화해 감동 평점 점 남발 흥행 뻔하다 뭐,0
79,9801316,아햏햏 아햏햏 아햏햏,1
80,2009382,뭐 냐 시작 하고 분만 나오다 리플릿 사진 보다 불안하다,0
81,10112591,단연 최고 라고,1
82,7280935,감독 럼 먹다 영화 만들다 관객 에게 뭘 말 모르다 엉망 진창 개 진창 이다,0
83,5971506,이건 뭐 냐 우뢰매 냐,0
84,9875922,정말 쓰레기 영화 이다,0
85,9850710,진정 위대하다 영화 최고 임,1
86,1927486,별루 이다,0
87,5023820,내일 기대 되다,1
88,1859380,근데 조미 막문위 좋아하다 가요,1
89,1635552,ㅋㅋㅋ 진짜 골깜 ㅋㅋ 눈 부라리다 때 쓰러지다 ㅋㅋ,1
90,7852366,성룡 영화 중 최악 인 듯 ㅋㅋ,0
91,9480003,골 때리다 ㅋㅋㅋㅋ 걸스데이 이혜리 자다 되다,1
92,1797212,서기 이쁘다,1
93,6374262,완전 재밌다 ㅋㅋㅋㅋㅋ 백 인공 주귀 여 움 ㅋㅋㅋㅋㅋㅋ,1
94,1607129,인상 적 인 영화 이다,1
95,8763660,어내스트 셀레스틴 완전 강추 에요 정말 재밌다,1
96,9361974,재미있다 영화 이다,1
97,7928957,클라라 볼라 고 화신 보다 아니다,0
98,10250221,진짜 보다 너무 슬프다 영화 다,1
99,6122458,설정 재밌다 새롭다 에피소드 내 에서 메인 스토리 차차 나오다 재밌다,1
100,10044377,신카이 마코토 작화 밉다 유 하나 카나 연기 해주다 더 대박 이다,1
101,6158844,재미없다 진심 이훨 나 캐스팅 두 못 듯,0
102,1723799,잔잔하다 생각 보다 볼 만 영화 인거 같다 ㅋ,1
103,10273782,감독 님 들다 고은님 쓰다 영화 안 보다,0
104,1666795,무섭다 않다 스토리 ㅡㅡ,0
105,4866815,영화 속 억지스럽다 노골 적 인 술 광고 은은하다 센스 있다 어떻다,0
106,7747745,킬링타임,0
107,8213218,크리스마스 떠오르다 영화,1
108,8659712,재미있다 보다 매력 적 인 행복 이네 요 ㅎㅎㅎ,1
109,1204710,음악 완전하다 빠지다 볼 수 있다 영화 쫌 산만하다,1
110,3926204,태어나다 처음 영화 보다 중간 나오다 불륜 로맨스 냐,0
111,2304429,왕 짜증 아주 전개 짬뽕 믹스 음향 만 무섭다,0
112,9685228,솔직하다 난 별루더 라 시간 낭비 느낌,0
113,7115568,대박,1
114,6205383,시청률 기준 되다 패널 가구 머 명작 드라마 다 망치 네 ㅡㅡ 내 다 서운하다,1
115,85848,내용 이상하다,0
116,8741214,몬스터 주식회사 재밌다 보다,1
117,7785809,내용 전개 너무나 느리다,0
118,9757434,소재 흥미 끌 지만 이야기 전개 투 박하다 몰입 안되다,0
119,9753792,절대 보다 쓰레기 영화,0
120,7520154,중국인 특유 과장 허풍 있다 보이다 안간힘 쓸다 노력 가상하다 고증 현 실감 떨어지다 설정 거북 스럽다 도대체 그 왜 이렇게 까지 스스로 과대 포장 하 것 인지,0
121,8902582,그냥 불법체류자 때리다 잡다 영화 면 좋다 무슨 우상화 만들다 미국 따뜻하다 설정 이건 뭥미,0
122,9578691,년 삶속 주인공 생애 전부 드러나다 듯,1
123,7469033,별 점점 가다,1
124,3914806,별로 다,0
125,10212945,보다 꽤 지난 후 남다 재미있다,1
126,9893434,아니다 게 왜 점 대 이다,0
127,9615602,년 지나 다시 보다 되다 영화 다시 보다 그 순수하다 사랑 감동 ㅠㅠ 숀펜 연기 또한,1
128,10138538,올레 공짜 로 있다 보다 ㅋㅋ 헐다 스토리 문제 아니다 연기자 전혀 배역 이랑 어울리다 않다 그리고 상대 배우 하고 다 따로 놓다 같다 이건 연기자 문제 있다 보아 진심 완전 별로 임 라미란 하고 아들 젤 볼 만,0
129,6139250,너무 욕심 많다 영화 어느 쪽 만이라도 제대로 보여주다,0
130,6738759,아 빵점,0
131,10108387,베댓 말 을 아주 잘쓰다,1
132,5678216,아주 모자라다 않다,0
133,8470143,영화 도둑 이나 뫼비우스 같다 나라 에서 만들어지다 믿어지다,0
134,6565615,온몸 찌릿짜릿 나 두 용기 가다,1
135,7838658,정말 재미있다 교훈 적 인 영 화이 네 요,1
136,3526263,당시 상황 주제 주입 식이 아니다 긴장감 있다 재밌다 전하 작품,1
137,625839,케이블 에서 그만 나오다 주다,0
138,6153764,다르다 덴 이냐 리투 차이밍량 하나 안 섞이다 채 짬뽕 그릇 담기다,0
139,9179457,여군 잼 없다 뭐 건지다 ㅡㅡ 잼 없다 엠비씨 다 잼 없다 질린다 이제,0
140,3685947,좋다,1
141,8747603,한석규 김혜수 연기 만 돋보이다 영화 어딘 지 모르다 많이 어설프다 영화,0
142,9153275,솔직하다 에볼라 바이러스 떠들다 석 해 서 보다 되다 영화 인데 작품 성 이나 어떤 면 에서도 여 년전 영화 라고 보기 엔 믿다 힘들다 정도 로 정말 만들다 보다 마지막 후반 부가 살짝 아쉽다 하지만 정도 면 수작 이라고 보다 시간 아깝다 않다 영화,1
143,2850477,볼 만해,0
144,8513072,재미있다 허풍 떨다 말다,0
145,8546726,용가리 진짜 짱짱맨 이다 ㅋ,0
146,8674440,영화 이제 서다 보다 감히 내 인생 최고 영화 중 하나로 꼽 을 수 있다 작품 어떻다 살 아 야하다 나르다 위 고민 을 한번 더 되다 시간 그리고 모건 프리 멀다 나이 들다 여전하다 섹시하다,1
147,6842532,작가 별로 다 내 용이 진짜 별로 임 맨날 그냥 기대 하고 재방송 혹 시나 하고 보다 답 없다 진짜,0
148,9106604,명작 이렇다 명작 있다 싶다 보고 또 보다 여운 남다 영화,1
149,10261336,아 진짜 조금 만 더 손 보다 왠만하다 상업 영화 못 지 않다 퀄리티 쩔다 만들다 질 수 있다 아쉽다 그래도 충분하다 재미있다 개인 적 조금 만 더 잔인하다 더 자극 적 노출씬 화끈하다 어떻다 국산 영화 라 많이 아끼다 듯 보임,1
150,8518274,그만 끌 고 이제 끝내 라 지겹다 지겹다,0
151,7348295,아,0
152,5882876,역시 드니 로 연기 일품 나다 맥스 샘 을 죽이다 바랬다,1
153,8472176,나름 괜찮다 작품 이다,1
154,4446905,너무 좋다 영화,1
155,6252170,정말 실망 스러웟음,0
156,8777723,배우 지네 안 뜨다 이런 영화 찍을껀데 왜 안 뜨다 진짜 모르다 면상 딱 보다 알다 왜 지네 자신 모르다,0
157,8670820,어린이 좋아하다 내 어리다 적 동심 멀리 뜨다 낫다,0
158,3384269,무술 인 왜 총을드 나,0
159,7781028,점,1
160,9890330,크리스토퍼 왈츠 타란티노 조합 이란 ㅠㅠ,1
161,8660428,한국 에선 유명 한편 아니다 외국 에선 상상 초월 유명하다 영화 이다,1
162,10212029,오랜 만 재밋 늘다 영화 보다,1
163,8575963,종방 되어다 아쉽다 오늘 막 방도 보다 방송 대본 꽤 완성 있다 느낌 받다 요즘 드라마 막장 지치다 수백향 정말 바른 드라마 이다 해 요 악역 그리다 심하다 어이없다 않다 화이팅,1
164,7033414,평점 조절 위원회 에서 나오다 웃음 김혜선 내일 오다 김 순정 순 정이 역할 제일 이다 팜므파탈 로써 그 정도 까지 해내다 줄 정말 의외 이다 연기 년 사람 에게 요즘 사극 에서 벌어지다 있다 그녀 대한 연 기 논란 왠지 코미디 장면 같다 웃음,0
165,10122280,영화 끝 나가다 때 쯤 멍하다 다 보다 한마디 나오다 임 ㅈ 같다,1
166,8062501,공유 존잘 ㅎㅎㅎ,1
167,2937929,상쾌 발랄하다 영화 다 말 껄끄런 성 이란 소재 유쾌하다 해설,1
168,4777325,소파 죽 치고 앉다 지키다 볼 이유 없다 작품,0
169,7047706,로큰롤,1
170,7263316,주된 타겟 어린이 니 일반 적 인 논리 통 않다 건 알다 하지만 게임 흥미롭다 않다 요원 이라는 주인공 너무 무능력하다 별로 재미없다 배경 거슬리다,0
171,9297500,뮤지컬 영화 인데 사운드 녹음 엉망 남다 춤 못 추다 내용 뻔하다 뻔 주인공 목소리 너무 안 어울리다 어제 에서 뛰다 나가다 참다 진심 말리 고 싶다 영국 저 예산 용 영화 뮤지컬영화 아니다 맘마미아 안되다,0
172,3234156,어리다 보다 꽤 나 좋아하다 로맨틱코미디,1
173,6245450,게이물 인 줄 모르다 보다,0
174,5249559,알바 끄다 저 라,0
175,8570013,영화 머 이다 왜 받다 보다 그것 알고싶다 영화 배우 스텝 감독 꼭두각시 이다,0
176,8880577,대다 최악,0
177,6197121,정말 아름답다 영화 이다,1
178,9169160,자극 적 인 것 익숙해지다 현대인 보다 눈 을 떼다 힘드다 연출 력,1
179,10066840,뻑뻑 자다 읽다 볼걸 나다 당하다,1
180,8681070,정말 짜증 극치 보여주다 영화 굉장하다 언밸러스 느낌 뚱뚱하다 못 생기다 남자 애 발연기 시종일관 보다 고역 인 듯 간간히 흘러나오다 잔잔하다 클래식 풍 음악 조차도 듣기 싫다 짜증나다 정도 로 상당하다 싫다 영화,0
181,6077668,감동 감동 ㅜㅜ 정말 최고 네 요,1
182,6555618,별 점 주기도 아깝다 얼마나 내용 진부하다 욕 밖에 안 나오다 보고 재밌다 사람 초딩 인가요 죄송하다 너무 화가 나서다 아무 것 볼 게 없다 보지 말다 그냥 티비 판 짜지다 거 같다,0
183,4989285,나 왠만하다 짜증 알다,0
184,1711932,돼지 피 먹다 닭목 따다 장면 에선 우웩 역시 무당 아무나 아니다,0
185,1870395,버리다,0
186,9829888,유치하다 지루하다 잠 오다,0
187,8333987,류 풍 판타지 점 만 가져가다,0
188,8126489,윤종신 복귀 좋다 이하늘 도대체 왜 뽑히다 알다 없다 참가자 실력 을 따다 전 심사 위원 인격 실력 부터 쌓다 오다 어 하 어허 그만,0
189,81637,광장 작품 옛날 것 보고 싶다,1
190,23929,내 생 최고 영화,1
191,6663588,어린시절 너무 무섭다 재미있다 보다 추억 판타지영화 절대 나쁘다 짓다 금물 지옥 가요,1
192,5503928,기존 멜로영화 형식 을 탈피 감정 절제 지나치다 너무 담백하다 영화,0
193,6344106,난 사랑비 서준 에게 쏙 빠지다 버리다 초 만에 쏙 ㅋㅋ 난 절대 잊다 않다 후회 도안,1
194,10149152,이영화 보 니까 교훈 을 주네 요 나다 남다 인생 을 화려하다 살다 말 밖에 안 나오다,1
195,9295404,나름 추억 젖다 들다 좋다 ㅋㅋ 아무 생각 없이 가볍다 보고오다 추천 요,1
196,9603725,단순하다 싸이코 물 을 벗어나다,1
197,9163009,게 년도 만들어지다 가요 아니다 예전 만들다 다시 개봉 건가 요 ㅠ 너무 허다 접해 요 ㅠ,0
198,9418231,넘다 사랑스럽다 영화 다 ㅠㅠ 보고 연 어 보다 넘다 귀엽다 ㅠㅠ,1
199,9687122,청춘 영화 만이 줄 수 있다 감성 넘치다 나다 순간 지나가다 다시 돌아오다 않다 그 순간 만큼은 무한 젊음 줄 수 있다 그렇다 감성,1
200,4038387,용 건담 시리즈 중 에서 아직 까지도 최고봉,1
201,8913715,개콘 요즘 갈수록 코너 다 노잼 이고 웃음 이안 난 다,0
202,7927383,사다코 서린 우물 펀치 ㅜㅜ 감동,1
203,8508764,후세 사랑 되다 결정 적 계기 그 시간 표현 되다 않다 시 람 생명 을 빼앗다 이유 등 을 시 노 출현 연극 으 로 더 알다 생각 이든 다 또한 시 노 얼마나 본능 을 절제 히 면서 시 랑 을 노력 더 보여주다 좋다 뻔하다,0
204,3403149,새벽 시간 일본 영화 전부 개 졸작 이다 일본 영화 원 래 다 이래,0
205,1119950,강수연 나가다 그리고 최정원 신음 신,0
206,6976560,아 정말 김혜성 너무 예쁘다 이현진 웃다 거 정말 하,1
207,4817061,가발 쓰다 싶다,0
208,1025241,화려하다 여정 이인상 깊다 ㅋㅋ 재밋어 요 ㅋㅋ 배두나 연 기 정말 ㅋ,1
209,2922082,대들다 위 성적 호기심 영화,0
210,5444748,감동 적 인 영화,1
211,9363921,이건 말 필요 없다 그냥 닥치고 보다,1
212,2361255,각기 다른 사람 재밌다 멋지다 사랑 영화,1
213,2385954,역시 미국드라마 파워 정말 알다 없다 그 미묘하다 사로자다 버리다 최고,1
214,5686473,너무 너무 훈훈하다,1
215,7227535,거 응답 하라 에서 은지원 원 스스로 욕 않다 ㅋㅋㅋㅋ,0
216,1508152,아 너무 웃기 고 배꼽 빠지다 뻔하다 내 컴 영화 있다,1
217,3943125,구성 상당하다 부실하다 영화 역시 네이버 평점 믿다 없다,0
218,1922525,장끌 로드 몰락 을 가져오다 오우삼 헐리우드 작품 중 가장 재미없다 졸작,0
219,9039778,언 제적 영웅본색 연출 인지 현실 성 제로 인 영화,0
220,7805059,작다 하나 에도 설레다 학창시절 그때 그 느낌 을 다시 느끼다 보다 시간 이다 장면 하나 하나 대사 하나 하나 배경음악 하나 하나 버리다 없다 드라마,1
221,9324383,진심 재미 없다 너무 평점 높다 화남,0
222,9150201,더럽다 재미없다 어떻다 형태 로 오다 닿다 않다 허무하다 완벽하다 지루하다 영화 고 영양가 하나 없다 영화 다,0
223,7473724,이승기 정말 연기 조연 연기 정말,1
224,7573034,현실 꿈 꿈 현실,1
225,4550192,오늘 현충일 특집 프로 로 보다 되어다 년도 매우 훌륭하다 작품 이다,1
226,1347002,판 미로 동 급,0
227,6590993,제대 하고 보 니까 더 재밌다 ㅋㅋㅋㅋ,1
228,6580205,영화 보다 마음 휴가 다녀오다 느낌 소박하다 잔잔하다 지루하다 않다 그래서 다시 보다 영화 햇살 가득하다 비 이의 부엌 요리 인상 적,1
229,9666256,코믹 건 좋다 짜임새 너무 허다 술 하 다,0
230,9967162,년 그때 당시 에는 우리 나라 이렇다 판타지 로맨스 없다 아직도 신현준 황 장군 연기 음 괜찮다 ㅎㅎ 한석규 전 성 시 대가 열리다 영화 때 한석규 한테 뿅 가다,1
231,5304583,일단 재생 괴물 같다 서스펜스 귀신 같다 흡입 력,1
232,8309459,하진 짜다 댓글 보고 한번 쯤 볼 만 영화 인거 같다 보다 기 차다 무슨 버킷리스트 인가 죽다 직전 소원 들어주다 내 가보다 죽다 직전 막 살다 이다 같다 감동 없다 진짜 버킷리스트 란 영화 발톱 때 만큼도 못 따라가다 쓰레기 영화 완존 실망,0
233,8010423,시간 밝다 긍정 적 인 드라마 보고 싶다 보다 보다 오버 하 연기 거슬리다 연기 인게 너 무표 나 요홍 혜정 역 이그 나 마도 후련 기도 하고 시원하다 머 지다 들다 답답하다 낼 월요일 인데 해피 것 만 보고 싶다,0
234,7712668,정치인 모순 인가 정치범 모순 인가,0
235,5923805,어떻다 이렇다 상상 을 대단하다,1
236,5613442,어렵다 기도 전쟁 대한 묘사 자다 모르다,0
237,4193028,일본 에서 주년 극장판 만들다 우리나라 에선 주년 재개 봉하 니 이건 ㅄ 아니다,0
238,9103654,대희 개그콘서트 보다 내 전화 끊음 개그콘서트 없애다 ㅡㅡ,0
239,9737474,물 간 동 서양 두 배우 싸움판,0
240,8711262,푸하하하 거 기대 안 역시 나 구만 ㅋ,0
241,4437265,세계 최초 반공 애니매이션 이라는 역사 적 가치 있다,1
242,36087,감각 적 인 시각 바라보다 색다르다 느낌 사랑 문학 적,1
243,10114923,엄마 무고 지다 딸 을 감옥살이 시키다 시키다 이해 안 돼다,0
244,3988502,이영화 제발 책 을 보다 감독 미치다 겁니다 이따위 로 만들다 화가 날 정도 ㅡㅡ,0
245,512688,신나다 흑인음악 아이스 큐브 뿐 남다 없다,0
246,10010968,드럽다 재미없다 시간 돈 이다 내 시간 어쩔 건데,0
247,3265565,그저 한마디 뿐 알리시아,1
248,8890254,진짜 생생하다 느끼다 수 있다,1
249,9119967,재밌다 평점 이상하다 싶다 정도 로 낮다,1
250,7435669,옥소리 프로필 사진 점 남다 가다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 완전 대박 이다 진짜 아우 짜증나다,0
251,7603466,드라마 너무 재밓당,1
252,8055931,아 진짜 너무 좋다 ㅜㅜ 짱짱,1
253,2182684,연기 굿,1
254,8154957,이렇다 영화 다시다 안 나오다 그때 시절 을 나타내다 같다 ㅎㅎ,1
255,3545895,중간 정도 부터 보다 꽤 나 대단하다,1
256,9414462,콩 끄다 제 맛 콩 끄다 제 맛,0
257,6291727,이적 소설 재미없다,0
258,3427286,액션영화 아니다 범죄 느와르 영화 다 허다 범죄 느와르 영화롭다 실패 작,0
259,1207277,뭔가 알다 없다 매력 빠져들다 영화,1
260,8670966,모녀 토막 살해 살인자 부 성 애 라니 말 되다 감동 받다 사람 본인 피해자 되다 감동 받다 진심 묻다,0
261,6871120,재밌다 평점 왜 이렇게 구리지,1
262,5124760,아 기 걸 보다 내 눈 아깝다 ㅡㅡ 진짜 아 놓다 진짜 기 명작 이네 요,0
263,6931068,필름 값 아깝다 재미 더럽다 없다 점 부터 점 수준 것 매미,0
264,1618314,또 보고 싶다 어디서 보다,1
265,4289323,영화 재미있다 드 만 ㅎㅎ,1
266,8381652,남 주인공 연기력 안습 이네 요 혀 짧다 소리 듣기 너무 힘들다 매니저 역활 분 남 주인공 훨 좋다 생각 들다 정도 영화 자체 적당하다 볼 만,0
267,8557261,점 딱 액션 스릴러 인데 액션 스릴 없다,0
268,3187395,완전 스토리 엉망 이구 완전 비추다 ㅜ,0
269,10274403,영화 뭘 전달 모르다 오글거리다,0
270,2523528,좋다 영화,1
271,7041870,더빙 이상하다 할머니 월 래 익숙하다 ㄷㅔ,0
272,9268003,게 편이 나오다,0
273,917164,모든 게 씩 다 부족하다 씩,0
274,1595727,정말 말 그대로 쇼 영화,0
275,10079284,년 전 보다 기억 나다 않다 진개 천카이거 감독 이름 세 자다 기억 두다,1
276,9077483,정은지 언니 연기 노래 부르다 마지막 회 웃다 즐겁다 보다 트로트 연인,1
277,1724444,게 웃기다,0
278,7124022,망하다,0
279,6409443,아이 시선 보다 전쟁 보다 내내 가슴 먹다 먹다,1
280,10243387,사람 재미없다 레알 기대 안 생각 보다 볼 만 함 근데 여자애 랑 복 순이 랑 다투다 장면 그건 굳이 없다 돼다 생각 함 몰입도 겁나다 없애다 어색 해보다,0
281,2577310,설정 연속극 같다 느낌 들다 하지만 배우 연기 뛰어나다,1
282,4523923,여 주인공 인터뷰 때 지루하다 죽다 알다 ㅡㅡ 그냥 저 냥 킬링타임 용 스릴러,0
283,7862272,전 밉다 박스 오피스 위 ㅋㅋ 그냥 몰다 건가 어떻다 이런 영화 위 옛날 년대 우뢰매 수준 물폭탄 싸움 이네 ㅋㅋ 손 에서 비다 손 에서 물폭탄 나가다 다르다 뭐 지,0
284,573776,감독 여자 다 보다 기량 많이 딸리다,0
285,9056760,또 보고 또 울다,1
286,9643549,이렇다 영화 하나 개연 성 만 없다 허무하다 만들다 버리다 조디 포스터 이쁘다 모습 만 남 을 영화,0
287,6081437,굳다 굳다,1
288,9907350,스토리 말 안되다 개막 장 사랑 이야기 아니다 걸 보고 계시다 당신 시간 돈 을 아끼다 휴 그래도 보다 호구,0
289,4445737,네 놈 을 살리다 두기 엔 쌀 아깝다 세기 명대사,1
290,6969112,평점 너무 높다 전혀 재미있다 않다 쓸데없이 말 만 많다 이렇다 류 영화 조연 뒷받침 중요하다 조연 내용 자체 전혀 없다 또한 여배우 별로 매력 없다 이틀 전 저스트 고 위드 잇다 애니스톤 을 보고 영화 보다 그 런가 실망하다,0
291,5149470,맛깔 나 드라마,1
292,7696175,시베리아 인가 거기 가다 훈련 때 나오다 개 작살,1
293,9197636,이건 시종일관 질질 왜 제목 야경 꾼 이다 지금 회 넘어가다 즉 달이 넘어가다 앞 에서 누군가 얘기 거 부 작다 그렇다 또 순간 모든 걸 훅 진짜 지루함 지존,0
294,7303814,나이 수록 이해 가다 영화,1
295,6256531,ㅠㅠ 슬픔,1
296,7860179,장면 개연 성도 없다 아역 연기 못 하고 무슨 추노 나오다 민폐 언 년 외국 파다 초반 만 그렇다 싸하다 저급 영화,0
297,4813296,영화 정말 별루 예요 결말 이상하다,0
298,8153915,딱하다 재미 없다 킁,0
